level_0,index,Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment,lengthContent,Language,scoreSA,topics
10843,11224.0,16328.0,8033,MILLWRIGHT PILEDRIVER,https://play-lh.googleusercontent.com/a/ACg8ocLxvu7rE7y7KB6jNY5LvIfiumqfnoCgpSpBYxeugkrL=mo,"Not a fan of yhe most recent update, the tracking map is always up which is fine but the information overlaps it so you can't fully see the entire map only about the top half, you can't adjust it to see the full map, it's annoying. Now today the app isn't working at all. They shouldn't make major changes until they are sure it works and makes the experience better!",3,168.0,26.11.0.100,2023-06-06 08:36:11,,,26.11.0.100,1,367,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
14283,14784.0,20871.0,2333,Jim Walsh,https://play-lh.googleusercontent.com/a-/ALV-UjVUITfWGJPSUKgZlUec2JnTYpk4skGUADpS-IsIUInJ1qQ,I am receiving unsolicited notifications. Do not contact me,3,0.0,,2022-10-19 14:06:44,,,,1,59,en,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
3796,,,1568,,,amazon is stupid everytime i start something they charge my card twice and then i have to work five days to get my money back they are dumb they take your money two times for whatever you order and then you pay no wait would win your money amazon is not writing amazon needs to learn how to do like everybody else and just charge you one time because everything is only out that i order some off of that does this every other app just charges me one time,3,,,,,,,1,454,,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
14511,15018.0,21180.0,2690,Brandy Crowe,https://play-lh.googleusercontent.com/a/ACg8ocLI82l21_U_b31TlcFCf89eQxuD-G6n6kH33F37Rb_x=mo,Keeps changing my language to Spanish. I've done everything they've told me to fix it. It only fixes for a short time then does it again. Better off just using the browser.,3,0.0,20.17.0.100,2022-10-05 09:44:28,,,20.17.0.100,1,172,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
15295,15838.0,22387.0,9302,Caleb Reeder,https://play-lh.googleusercontent.com/a/ACg8ocLi17fZb6rfE34_19Zell0a_dO40aSLtl9Dz5hM5hlD=mo,"Honestly the Amazon is a great way to buy things cheaper than you would buying from a store, but I cant with this anymore. First off I keep having to give billing info because my account keeps getting suspended for whatever reason, and this update has made everything unreasonably difficult. Considering now all the important tabs are where my phones functions are its hard to not go to my home screen anymore. So I have given up on Amazon, I can't take being suspended after every purchase.",3,1.0,,2022-08-12 22:15:17,,,,1,491,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
15394,15939.0,22568.0,5106,Nobaisah Maliyawao,https://play-lh.googleusercontent.com/a-/ALV-UjV-58wOxgwX26bXDXhHwmKb2kgwt5X8_dxDYqyBzjWz13w,I really appreciate this apps and also the products they have,3,0.0,24.14.0.100,2022-08-07 11:25:04,,,24.14.0.100,1,61,en,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
1426,,,16051,,,theres always rush on the many markets.... and all is so soft!,3,,,,,,,1,62,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
9435,9770.0,14529.0,2211,Momo Shark,https://play-lh.googleusercontent.com/a/ACg8ocK9OpDWMlwaT-UrsHthHBGYOg2efHou8E8QcR9IJvG8=mo,Good app but the latest updates made the app view on tablet as desktop view and it's hard to browse the app on tablet without a mouse please return it to mobile view.,3,0.0,,2023-08-05 07:41:00,,,,1,166,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
2951,,,19193,,,"last 3 days, the building has started crashing y rolling.",3,,,,,,,1,57,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
7125,7389.0,10749.0,511,Had It All,https://play-lh.googleusercontent.com/a-/ALV-UjX0G3-XFZC0q2qUm_syCB53jGQR3ujgV1pyG7v3Vx53114,"All of the sudden on Android ""close/ wait"", started last night, tech says uninstall, reinstall? That's cwazy",3,2.0,26.21.0.100,2023-11-03 13:49:06,,,26.21.0.100,1,108,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
24,,,16509,,,"app is also another slow, either it contains too many time resources, or the route via switzerland remains slow ( even with a busy connection ).",3,,,,,,,1,144,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
10676,11053.0,16134.0,4259,Aaron Fisher,https://play-lh.googleusercontent.com/a/ACg8ocLcEuKU0YxCrlQR7cZWVvCbIjz5qwTq5JtsCbg-zZ9s=mo,No where else can you leave customers feedback. They have moved the search bar from the top to the bottom again! STOP MESSING WITH IT!!!! if you can't figure out the choice imagine how much you annoy people with it and make it simple. Let the user have control of that. Top or bottom of the screen. Wow amazing concept there. If you like to pay me for this no Brainerd that development couldn't figure out you know how to get ahold of me.,3,136.0,26.12.0.100,2023-06-11 10:25:17,,,26.12.0.100,1,438,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
1363,,,8429,,,this earn it a three because i have regularly read amazon before so once i start using it like i felt better about using it i only rated another little something better,3,,,,,,,1,168,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
727,,,22422,,,app is running. not responding message keeps pushing open. tried what to remedy was an uninstall / password. please no new app straightened up already.,3,,,,,,,1,151,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
561,,,12305,,,who don'make like you that i do't take money wasted away instead wait,3,,,,,,,1,69,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
1214,,,8708,,,i appreciate the accessibility to these products on the web. one fifth thing that does irritate me is how long it takes for alot of purchase to go through my account. i've had instances where my payment is worth taking out of my phone and then other times when purchase takes weeks if not all will go away and it cooled me off.,3,,,,,,,1,327,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
529,,,3088,,,don'at expect overnight delivery at work. economy's 50 / 20. better going we could get what they wanted.,3,,,,,,,1,104,,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
1103,,,11705,,,there been few times people order stuff and shouldn't receive here something said of been delivered and sometimes that message can't receive.,3,,,,,,,1,141,,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
1872,,,3264,,,"and new app's somewhat downgrade. checking orders for shipping updates are much easier. before : tap menu icon, tap between orders, done. now : tap on menu - like list, wait 3 - 4 seconds for it to load, tap on orders, wait 1 - 2 seconds. really, when cleaning up subscribe & save items, people ended up having to hit the back arrow a dozen + times to get back to the menu page. you can't tap on the icon to get back to home. i find the new app icon a bit creepy although. what was wrong with the old one?",3,,,,,,,1,505,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
16634,17220.0,24628.0,15553,Don Grasso,https://play-lh.googleusercontent.com/a/ACg8ocKP9VUWyd0zFclJD8KWeXoRJwrkiYHyi2qkHj-d6Or9=mo,shopping is fine shipping is A NIGHT MARE LATELY LOST ITEMS LATE SHIPPING LATE DELIVERIES,3,1.0,24.9.0.100,2022-05-22 18:41:06,,,24.9.0.100,1,89,en,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
16102,16669.0,23713.0,15478,Fitzgerald Hamblin Jr,https://play-lh.googleusercontent.com/a-/ALV-UjUJ4gU2BpozWyEZ9yD0kxtZRmkqFx_JCXPuUiFp6Ec-tHM,Amazon should better establish upgrades on that are more costumer friendly app features where it's less a hassle and more easier to comprehend for all costumers that wants to buy something from Amazon Stores,3,0.0,24.11.0.100,2022-06-19 18:17:06,,,24.11.0.100,1,207,en,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
12759,13218.0,18830.0,17910,s. n,https://play-lh.googleusercontent.com/a-/ALV-UjUcr_WpCvI2opY8jm3MFxmqQYCUgHdUpyQQwoRmx3HS6A,If there any one order A smartphone please reply to me about his experience plz,3,0.0,,2023-01-22 01:54:08,,,,1,79,en,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
581,,,10950,,,great everything's awesome i should'a skipped dinner but plan to soon i love all the things everything,3,,,,,,,1,102,,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
3628,,,22616,,,gave us the next order each evening and sent to the wrong address to somebody go look for it,3,,,,,,,1,92,,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
2603,2700.0,3913.0,21817,Lucy Sheble,https://play-lh.googleusercontent.com/a/ACg8ocKYQctxqwFcmtkWC4evwiFbDuy4bWhlQGVjHyvQ-UBp=mo,"It is a very good app, but I deleted an account because it randomly set me up to pay for Amazon Prime, and I don't know how to get rid of it. But they still charge me for it even tho I deleted the account. I can not log into that account because it says there is no account that has the email. I don't know what to do, but I do not want to keep paying for it if I can't even use it.",3,0.0,26.23.0.100,2023-12-10 17:16:18,,,26.23.0.100,1,382,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
2749,,,15547,,,it's a good shopping app but it's starting to freeze off less then ours so i'm positive i haven'm dropped anything behind... please [UNK],3,,,,,,,1,137,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
4430,4605.0,6716.0,15659,Lewis Cook,https://play-lh.googleusercontent.com/a/ACg8ocKA0sHHzcAVsBEcjyq0TBL-rw65UC7MPc4zcOo7SLjB=mo,"They just added an extra step between my basket and the checkout screen asking if I want anything else, it's not groceries, I'm not gonna throw in extra purchases willy nilly, so annoying and desperate.",3,0.0,26.9.0.100,2023-11-20 19:53:47,,,26.9.0.100,1,202,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
695,,,2119,,,"this is not seem in work right, checking your gun s gone kerrput. when is somebody ready to ask somebody out its been like us to long",3,,,,,,,1,133,,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
11562,11977.0,17250.0,3272,Mi Mi Smile,https://play-lh.googleusercontent.com/a-/ALV-UjWtL99cADzsDiONWQ1Rabp6nZJ6bxqbFc32I0zhuiOjREU9,The app has been freezing the past couple of days. I've had to restart my phone to get it to work. Please fix the issue.,3,1.0,26.8.0.100,2023-04-21 11:55:30,,,26.8.0.100,1,120,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
12891,13355.0,19021.0,19887,rose cath,https://play-lh.googleusercontent.com/a-/ALV-UjWTMHzqL3QTa5d2NoKRd_6U34-fpXredjX86PhwbT8vig,"The app works very well, except for the fact that somehow even though my phone and all my accounts are set up in English, it keeps switching my account to French and despite the fact that I am bilingual, I find this extremely irritating. I have to reset my language preference multiple times a week.",3,0.0,24.20.2.100,2023-01-12 10:40:31,,,24.20.2.100,1,299,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
7801,8083.0,11975.0,2420,Steve Rangel,https://play-lh.googleusercontent.com/a-/ALV-UjWhpf_9ipctITHI5NMMV5QmQX-233x7bAuEMEzTRU3LKYw,It shows the same product same place way to many times,3,0.0,26.5.0.100,2023-10-16 17:27:17,,,26.5.0.100,1,54,en,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
3488,,,1233,,,can't access user account information - - the pages simply do're and,3,,,,,,,1,68,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
15883,16443.0,23343.0,19255,Matt Acerra,https://play-lh.googleusercontent.com/a/ACg8ocKJZkyK5nllUPm2yhQddCesxxHYuZwvkPUgvs4i2BvV3g=mo,"Past orders page to view invoice NEVER loads. But damnit, the buy it again page does.",3,0.0,24.12.6.100,2022-07-03 13:39:01,,,24.12.6.100,1,85,en,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
1703,,,18938,,,3 stars simply for thr of retune option. will require you to go onto a ups store and have them scan a qr code to print the label. ups store only! the shops or whatever they are called that run inside other stores only ship certain packages and pre labeled items. closest store to me is about over 45 min drive so imagine the difficult it is for someone she doesn't have a car to get there. contacted customer they and they sent me the same thing again!,3,,,,,,,1,452,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
10469,10844.0,15893.0,1402,Michael Davis,https://play-lh.googleusercontent.com/a-/ALV-UjXuTcA0R4d6_93HzohlTF1Ao0hRW4RTZUpbL-_l6V_oGe0,Put the search bar back on top? Like what idiot had the idea to place it on the bottom of the screen???,3,0.0,26.12.0.100,2023-06-16 21:06:34,,,26.12.0.100,1,103,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
1423,,,18297,,,well i're waiting while the experience,3,,,,,,,1,38,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
3813,,,13881,,,i haven'l like somebody sharing my info!,3,,,,,,,1,40,,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
3862,,,8603,,,former app was easier up follow,3,,,,,,,1,31,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
330,,,13050,,,"for the past day, every time on i open the app, the language is spanish. i do not speak spanish! i did not sample the language setting, so i'm at a loss as with which this happened. they've tried everything. i've restarted my phone several times hoping it would revert back to the, yet no avail. i have now uninstalled the app three times, and reinstalled it. when i initially open up the app, it's in english, only they find that it later reverted back to spanish a few hours later. [UNK]",3,,,,,,,1,489,,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
728,,,22598,,,app and engine crash but... normal. need help!,3,,,,,,,1,46,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
1906,,,16450,,,"crashes every time you attempt to change an card from my wallet. fixing this may move it up to a 4 star rating, but it have be several other glitches with going into the store, so i can't give me a 5.",3,,,,,,,1,200,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
3006,,,23747,,,bug : this button will blocked on a software page and will again go out to cart while app is restarted.,3,,,,,,,1,103,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
15168,15704.0,22141.0,19864,melody parker,https://play-lh.googleusercontent.com/a/ACg8ocLBdqaiWZ_Z79QTk2sbYTLo-329eW-xrvmGbzvU5hVt=mo,Why would it say I have no history or order in 3 months but I order alot??? Someone fix it please.,3,0.0,24.15.2.100,2022-08-24 09:31:40,,,24.15.2.100,1,98,en,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
3829,,,5283,,,some controls inside app aren't entirely tech friendly that just people think. adding gift card information ( with unknown vendor ) is somewhat complicated imho.,3,,,,,,,1,161,,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
1409,,,16840,,,small buggy technology. simple example when you want to buy something from the product listing it can just show this white blank every few instances. like this accounts on some devices.,3,,,,,,,1,185,,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
1248,,,1748,,,or did i changed over to usd. like they know it?,3,,,,,,,1,48,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
839,863.0,1317.0,2417,fenlee N,https://play-lh.googleusercontent.com/a/ACg8ocKaJN2oPwXqe3VZ4t5bruMTIRs8FpixoKD03_bURNjRMA=mo,"Would be a 5 star if the ""view your orders"" option wasn't glitching/refreshing on its own. To be honest I have no idea what its doing in the app when I go to try and check it. It also didnt matter how i tried to access the view my orders option in the app. I have tried uninstalling, clearing cache, wiping the app clean. Still does the same thing. Also very inconvenient to do cancel orders or refund process because of the glitch.",3,112.0,26.23.4.100,2023-12-30 10:53:04,,,26.23.4.100,1,432,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
13107,13580.0,19319.0,8636,rixsglh,https://play-lh.googleusercontent.com/a/ACg8ocJOynGV9lj7F2IVXO4xAO86_7xjV10ar-lxHLZIL5BH=mo,Needs to be fixed. When I try to see my orders it just keeps loading.,3,0.0,24.22.0.100,2022-12-28 10:33:13,,,24.22.0.100,1,69,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
