level_0,index,Time_submitted,content,Rating,Total_thumbsup,Reply,sentiment,lengthContent,Language,reviewId,topics
17596,19092,2022-05-23 21:00:42,"I sent in a help request months ago to figure out why my genre scroll isn't working, no contact or answer so far",1,0,,0,112,en,17470,"['app', 'songs', 'spotify', 'song', 'play', 'music', 'premium', 'just', 'listen', 'playing', 'playlist', 'want', 'like', 'don', 'phone', 'use', 'update', 'doesn', 've', 'stop', 'fix', 'time', 'work', 'ads', 'account']"
7248,7983,2022-06-21 22:14:56,"The app play keeps stopping while playing through, esp when screen shuts off, but very inconsistent all around. Really takes away from a laid back listening experience. ---- Update: last few updates (June 2020) have been doing the same thing again, but even worse. Songs will stop playing seconds after starting, have to scrub through multiple songs to get it audio to start playing again. No control over which you can play when it gets like that. Pause/play is useless",2,40,,0,470,en,7190,"['app', 'songs', 'spotify', 'song', 'play', 'music', 'premium', 'just', 'listen', 'playing', 'playlist', 'want', 'like', 'don', 'phone', 'use', 'update', 'doesn', 've', 'stop', 'fix', 'time', 'work', 'ads', 'account']"
29318,31500,2022-04-21 01:16:27,"Really laggy, also cant search specific episodes in podcasts",2,0,,0,60,en,29108,"['music podcasts need', 'truly offline mode', 'truly offline', 'timout', 'specific episodes podcasts', 'search specific episodes', 'really laggy search', 'podcasts truly offline', 'podcasts truly', 'podcasts need internet', 'offline mode listing', 'offline downloaded contents', 'mode listing music', 'mode listing', 'laggy search specific', 'laggy search', 'internet connection browse', 'wait timout', 'contents wait', 'connection browse offline', 'connection browse', 'contents', 'downloaded contents', 'contents wait timout', 'downloaded contents wait']"
28779,30946,2022-04-21 19:30:59,"Like everyone else, after this past update, my music's pausing mid-song and Spotify doesn't show up on my lock screen while I'm playing it. So if it pauses, I have to search back up what I was listening to in order to play it again. I've made it consistently 1.5 songs in before it shuts off, and it's getting on my nerves every time I restart it. Please fix this.",1,11,,0,364,en,28571,"['app', 'songs', 'spotify', 'song', 'play', 'music', 'premium', 'just', 'listen', 'playing', 'playlist', 'want', 'like', 'don', 'phone', 'use', 'update', 'doesn', 've', 'stop', 'fix', 'time', 'work', 'ads', 'account']"
44997,47308,2022-03-08 13:18:51,It does not even load more music! I am so discouraged of this app! 😫,1,0,,0,68,en,44751,"['app', 'spotify', 'music', 'songs', 'play', 'song', 'just', 'time', 'playing', 'premium', 'playlist', 'update', 'fix', 'like', 'listen', 'use', 'don', 'doesn', 'ads', 'want', 'stop', 'good', 'phone', 'podcasts', 'really']"
37807,40110,2022-04-04 18:37:08,"It won't let use my free perks on xbox or anything its so bad I just easier to use SoundCloud and I don't have to pay, to choose what I want to listen to",1,0,,0,153,en,37578,"['app', 'spotify', 'music', 'songs', 'play', 'song', 'just', 'time', 'playing', 'premium', 'playlist', 'update', 'fix', 'like', 'listen', 'use', 'don', 'doesn', 'ads', 'want', 'stop', 'good', 'phone', 'podcasts', 'really']"
806,884,2022-07-07 16:13:57,"Great when it works, but crashes 30% of the time I try to use it, need to restart my phone just to get it to work again.",2,0,,0,120,en,799,"['app', 'songs', 'spotify', 'song', 'play', 'music', 'premium', 'just', 'listen', 'playing', 'playlist', 'want', 'like', 'don', 'phone', 'use', 'update', 'doesn', 've', 'stop', 'fix', 'time', 'work', 'ads', 'account']"
54304,56625,2022-01-31 03:51:32,Widget has stopped working and in the app it no longer tells me what song is currently playing no matter how many times I uninstall or log out.,1,1,,0,143,en,54043,"['app', 'songs', 'spotify', 'song', 'play', 'music', 'premium', 'just', 'listen', 'playing', 'playlist', 'want', 'like', 'don', 'phone', 'use', 'update', 'doesn', 've', 'stop', 'fix', 'time', 'work', 'ads', 'account']"
32260,34547,2022-04-15 23:09:42,to many ads like way to many ive had it go from ad to song back to and ad you honestly need premium to enjoy your music sadly,1,0,,0,125,en,32037,"['reduce ads', 'reduce', 'song enter depth', 'song enter', 'honestly need premium', 'time ads coming', 'sadly time ads', 'song ad honestly', 'reduce ads hearing', 'sadly time', 'reduce ads comment', 'premium enjoy music', 'plz reduce ads', 'plz reduce', 'music sadly time', 'music sadly', 'like way ive', 'like ads come', 'ive ad song', 'ive ad', 'way ive', 'honestly need', 'hearts reduce ads', 'hearts reduce', 'hearts']"
56067,58389,2022-01-26 02:32:42,Went down the drain. As the app updates rolled on the app got worse. Well once you took my Playlist I had and took the shuffle feature away to what was left. Well on I go. Pandora wins.,1,1,,0,185,en,55804,"['app', 'spotify', 'music', 'songs', 'play', 'song', 'just', 'time', 'playing', 'premium', 'playlist', 'update', 'fix', 'like', 'listen', 'use', 'don', 'doesn', 'ads', 'want', 'stop', 'good', 'phone', 'podcasts', 'really']"
22372,24186,2022-05-08 20:53:05,"The app has been devolving with every update. This past update, Spotify removed the function where you could preview songs on a list of recommendations to add to your playlists. For what reason? No one knows. It's so frustrating that Spotify is intentionally making the app LESS user friendly.",1,1,,0,293,en,22219,"['sentence', 'replay', 'preview songs list', 'popularity user rating', 'popularity user', 'maybe glitch ll', 'point maybe intentional', 'point maybe', 'podcasts way determine', 'podcast popularity user', 'podcast popularity', 'podcast app longer', 'playlists reason knows', 'rating isn nearly', 'play point maybe', 'play play point', 'past update spotify', 'nope ad play', 'nope ad', 'raw', 'raw audio', 'monthly listeners podcasts', 'list recommendations', 'knows frustrating spotify', 'list recommendations add']"
32112,34396,2022-04-16 05:29:18,This is would be really good if it weren't for the fact that it randomly adds songs to your playlist with no way to stop it from doing this plus you can't even play the song you want because you can only shuffle play,2,0,,0,216,en,31890,"['app', 'songs', 'spotify', 'song', 'play', 'music', 'premium', 'just', 'listen', 'playing', 'playlist', 'want', 'like', 'don', 'phone', 'use', 'update', 'doesn', 've', 'stop', 'fix', 'time', 'work', 'ads', 'account']"
