level_0,index,Time_submitted,content,Rating,Total_thumbsup,Reply,sentiment,lengthContent,Language,reviewId,topics
29832,32030,2022-04-20 11:39:54,love spotify. but when I close all my tabs after a few seconds spotify keeps playing. and the only way to get it to stop is to delete the app. and redownload. please fix this.,3,0,,1,175,en,29621,"['app', 'songs', 'song', 'music', 'like', 'play', 'playlist', 'spotify', 'just', 'listen', 'playing', 'don', 'good', 'ads', 'fix', 'want', 'premium', 'time', 'really', 'love', 've', 'annoying', 'phone', 'listening', 'update']"
1538,1694,2022-07-05 23:09:18,I love Spotify so much but I have two reasons why I don't like it. 1) I hate the ads. 2) premium is good but expensive and it made me broke,3,0,,1,139,en,1527,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
49084,51400,2022-02-18 16:15:26,Love the music but hate the fact that every time I get in my car it goes on to autoplay and it never used to. Can't even turn it off.,3,0,,1,133,en,48832,"['love music hate', 'used turn annoying', 'used turn', 'turn annoying crashes', 'turn annoying', 'time car goes', 'suddenly frequent annoying', 'suddenly frequent', 'points wish didn', 'points wish', 'pisses points wish', 'pisses points', 'okay crashes pisses', 'okay crashes', 'music hate fact', 'hate fact time', 'goes autoplay used', 'goes autoplay', 'frequent annoying okay', 'fact time car', 'fact time', 'didn crash randomly', 'wish didn crash', 'didn crash', 'autoplay used turn']"
15350,16693,2022-05-30 14:14:39,This app has been crashing for the last 2 days whenever I'm trying to play a song. Pls fix it ASAP.,3,0,,1,99,en,15232,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
32733,35029,2022-04-15 07:06:24,Newly buggy. It regularly drops off and stops playing and doesn't display the play ribbon regularly so I have no way of pausing fast forwarding or rewinding. If I am unhappy I need to click the shuffle button. I am also a paying member so I should have full access,3,0,,1,264,en,32510,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
1355,1494,2022-07-06 11:00:19,"this app was really good but the new update ruin the app, I just can play the song that I want for a second. please fix it, thanks.",3,0,,1,131,en,1345,"['shuffled', 'want second fix', 'app just play', 'update ruin app', 'update ruin', 'update thing playlists', 'thing playlists', 'thanks like app', 'thanks like', 'fix thanks like', 'song want second', 'song shuffled make', 'shuffled song shuffled', 'thing playlists shuffled', 'ruin app', 'shuffled make idk', 'shuffled make', 'idk having', 'idk having problem', 'second fix thanks', 'second fix', 'ruin app just', 'new update ruin', 'playlists shuffled song', 'want second']"
37334,39636,2022-04-07 06:27:47,"Pros: it typically has the songs your looking for typically, has good audio quality and balancing, the suggested music is typically relevant to what your listening to currently and you don't have to listen to them on shuffle and can backtrack music ifyour a free listener now. Cons: the free to listen experience still feels purposefully miserable in order to make you pay to use basic functions you can use normally on pc and way to ad heavy",3,0,,1,442,en,37106,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
54093,56414,2022-01-31 20:21:49,"I have used Spotify for many years but for the last 3-4 weeks the app has been continuously pausing when songs are playing no matter what I do, I am on premium. Spotify please sort this problem out!!!",3,3,,1,200,en,53832,"['app', 'songs', 'song', 'music', 'like', 'play', 'playlist', 'spotify', 'just', 'listen', 'playing', 'don', 'good', 'ads', 'fix', 'want', 'premium', 'time', 'really', 'love', 've', 'annoying', 'phone', 'listening', 'update']"
51177,53496,2022-02-10 13:47:45,It was going great till few weeks ago when my likes of songs only give me a preview of it and they added songs to playlist that I dont want,3,0,,1,139,en,50920,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
42856,45167,2022-03-13 03:32:48,"Swipe left for previous, right for next is bad UI. I keep doing it by accident while trying to pull my notification panel down. There should also be a way to close a podcast, or at least put the small window that shows what's currently playing/paused in the Android notification panel.",3,3,,1,285,en,42612,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
37554,39856,2022-04-06 04:30:31,"ads can be repetitive, but i get it. gotta get the revenue somehow. not a big fan of the shuffle-only play option on standard accounts or the app automatically adding songs to playlists that aren't long enough, but it's got a crazy selection of music and i like the focus on playlists.",3,0,,1,285,en,37325,"['app', 'songs', 'song', 'music', 'like', 'play', 'playlist', 'spotify', 'just', 'listen', 'playing', 'don', 'good', 'ads', 'fix', 'want', 'premium', 'time', 'really', 'love', 've', 'annoying', 'phone', 'listening', 'update']"
50200,52517,2022-02-14 08:52:03,I regret updating it only way to listen to your music is to let your playlist be on shuffle the old version was definitely better🥱,3,0,,1,130,en,49944,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
43347,45658,2022-03-10 20:32:21,"Had Spotify account for a few years, recently upgraded to premium, now it crashes randomly in the middle of a song (my only complaint). Please fix this bug and I will rate 5 stars.",3,1,,1,180,en,43103,"['upgraded premium', 'upgraded', 'fix bug', 'mode redmi', 'kindly fix bug', 'like years ago', 'love kindly', 'love kindly fix', 'middle song complaint', 'mode redmi 10s', 'premium awhile like', 'premium crashes', 'premium crashes randomly', 'premium love kindly', 'randomly middle song', 'rate stars hi', 'redmi 10s', 'redmi 10s turn', 'issue crashes fix', 'issue crashes', 'spotify account years', 'years ago spotify', 'upgraded premium crashes', 'upgraded premium awhile', 'turn stars edit']"
2350,2573,2022-07-03 23:08:02,"Honestly, I like spotify, but I've noticed a new bug: When I don't use spotify, and cancel any music, random music starts playing every 1 or 2 hours. This never happened to me, a few months back. Now it's happening constantly",3,1,,1,225,en,2333,"['app', 'songs', 'song', 'music', 'like', 'play', 'playlist', 'spotify', 'just', 'listen', 'playing', 'don', 'good', 'ads', 'fix', 'want', 'premium', 'time', 'really', 'love', 've', 'annoying', 'phone', 'listening', 'update']"
50155,52472,2022-02-14 14:04:55,I Hate that you have to buy premium for unlimited skips I understand adds though,3,0,,1,80,en,49899,"['buy', 'lot hearing', 'premuim account dont', 'premuim account', 'premium unlimited skips', 'premium unlimited', 'premium unfortunately position', 'premium unfortunately', 'premium nonsense people', 'premium nonsense', 'premium im teenager', 'premium card method', 'position pay atm', 'position pay', 'people suggest want', 'people suggest', 'pay atm financial', 'pay atm', 'pay app reaelly', 'ptoblem', 'nonsense people', 'hate app ads', 'make watch', 'honest app', 'heck ad single']"
8684,9547,2022-06-18 08:31:41,Too much of ads Really fed-up Getting 4 ads in one go,3,1,,1,53,en,8616,"['app', 'songs', 'song', 'music', 'like', 'play', 'playlist', 'spotify', 'just', 'listen', 'playing', 'don', 'good', 'ads', 'fix', 'want', 'premium', 'time', 'really', 'love', 've', 'annoying', 'phone', 'listening', 'update']"
24426,26370,2022-05-02 23:18:10,good app and all but i wish the price for premium was cheaper because i cant rlly afford paying every single month £9.99. i'm still a student and not in college yet so its a pain paying for this. i would love if it was atleast £5-£6 not £10. its hard and annoying without premium ☹,3,0,,1,281,en,24259,"['app', 'songs', 'song', 'music', 'like', 'play', 'playlist', 'spotify', 'just', 'listen', 'playing', 'don', 'good', 'ads', 'fix', 'want', 'premium', 'time', 'really', 'love', 've', 'annoying', 'phone', 'listening', 'update']"
28226,30369,2022-04-23 00:24:27,"What's wrong with this app lately? It doesn't automatically connect to my car's bluetooth anymore, it skips song, stops playing out of nowhere, then starts again minutes later, keeps playing on my phone when I exit the car.",3,0,,1,223,en,28023,"['app lately', 'stops', 'fine keeps closing', 'forcing restart', 'forcing restart phone', 'wrong app lately', 'starts minutes later', 'isn recently', 'isn recently app', 'soon open ve', 'just stops seemingly', 'keeps closing soon', 'lately bugging listening', 'lately doesn automatically', 'skips song stops', 'later keeps', 'later keeps playing', 'listening bar normally', 'listening normally', 'listening normally love', 'seemingly reason app', 'seemingly reason', 'minutes later keeps', 'restarting phone won', 'restart phone usually']"
40456,42762,2022-03-23 14:24:33,I can't play songs offline and my Premium hasn't expired. I've tried updating the app too and it's still not playing offline,3,0,,1,124,en,40219,"['way turn shuffle', 'expired ve', 'expired ve tried', 'hasn expired', 'playing offline love', 'update run', 'kind don', 'kind don like', 'want cancel subscription', 'know download', 'know download offline', 'songs offline premium', 'like app way', 'update run app', 'spotify cause takes', 'enjoying spotify don', 'load everytime open', 'updating app playing', 've tried updating', 'option app enjoying', 'playlist want cancel', 'offline premium hasn', 'like new version', 'load everytime', 'offline app kind']"
21313,23063,2022-05-12 03:20:58,Whenever I close my mobile song automatically stop earlier it was fine. Please solve my problem,3,1,,1,95,en,21167,"['app', 'songs', 'song', 'music', 'like', 'play', 'playlist', 'spotify', 'just', 'listen', 'playing', 'don', 'good', 'ads', 'fix', 'want', 'premium', 'time', 'really', 'love', 've', 'annoying', 'phone', 'listening', 'update']"
30723,32955,2022-04-18 23:32:58,"I'd love to give more stars, but recently the app has had a lot of issues. The biggest problem is when I minimize or have to close the app and then go back to resume listening, it won't bring up the song or podcast I was listening to. I have to force close it and open the app again to be able to get back to what I was listening to. Sometimes it also randomly moves to the next podcast or song when I haven't even touched it. This is very frustrating as I'm a premium member.",3,12,,1,476,en,30508,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
13298,14525,2022-06-05 18:26:42,Group sessions sometimes don't work.,3,0,,1,36,en,13195,"['turns music', 'turns', 'hard hear', 'stop turning music', 'work reason music', 'stopped good', 'stop suddenly won', 'phone search song', 'just loads happens', 'phone search', 'just stopped good', 'just turns', 'stop turning', 'hear song turns', 'podcast play keeps', 'just turns turn', 'stop listening podcast', 'music turn stop', 'keeps going just', 'spared turns', 'keeps cutting lyrics', 'spared turns music', 'know happened fix', 'spared', 'sound hard hear']"
47827,50142,2022-02-23 17:05:25,"This app got rid of some very handy things like proper playlist scrolling when you could quickly scroll through your playlist easily and it would show where you were in the playlist alphabetically. Now everyone has to scroll down to bottom while constantly swiping their thumb across the screen like a maniac. Also playlist search could be greatly improved if you searched for one track and you still got your playlist in queue, not just the track I was looking for.",3,20,,1,466,en,47577,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
17579,19073,2022-05-23 22:32:07,If the monthly subscription are lower so much better.,3,0,,1,53,en,17453,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
52712,55031,2022-02-05 10:47:17,"A lot of errors from each update, they change things that actually work well and the algorithms are poor.",3,0,,1,105,en,52454,"['app', 'songs', 'song', 'music', 'like', 'play', 'playlist', 'spotify', 'just', 'listen', 'playing', 'don', 'good', 'ads', 'fix', 'want', 'premium', 'time', 'really', 'love', 've', 'annoying', 'phone', 'listening', 'update']"
31734,34006,2022-04-16 21:07:49,Songs are sometimes not shown as played in the app even though my phone is emitting the music,3,0,,1,93,en,31516,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
28448,30600,2022-04-22 12:57:58,"Whenever I want to play a particular song,it supposed to play another song instead of one",3,0,,1,89,en,28241,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
33475,35771,2022-04-14 13:13:46,"Same is happening again now, see issue below. Love spotify. I am using premium. But if I listen to any songs that are not 'liked' songs and I lock my screen it stops playing for anything from 5 seconds to 2 minutes or it completely stops until my screen is unlocked again. Phone make and model: Samsung Galaxy S10+. If this is not sorted by December I will be canceling my subscription, need uninterrupted playback during the holiday season at the beach :)",3,21,,1,456,en,33252,"['app', 'songs', 'song', 'music', 'like', 'play', 'playlist', 'spotify', 'just', 'listen', 'playing', 'don', 'good', 'ads', 'fix', 'want', 'premium', 'time', 'really', 'love', 've', 'annoying', 'phone', 'listening', 'update']"
40894,43201,2022-03-22 07:38:52,"Great app. I really love all the varieties it has. Love listening. But dang, all the adds. I had 7 adds in a row and two songs later I had another one. I'm not trying to listen to adds, I'm trying to listen music...",3,4,,1,215,en,40656,"['app', 'songs', 'song', 'music', 'like', 'play', 'playlist', 'spotify', 'just', 'listen', 'playing', 'don', 'good', 'ads', 'fix', 'want', 'premium', 'time', 'really', 'love', 've', 'annoying', 'phone', 'listening', 'update']"
33861,36157,2022-04-14 03:11:17,"The player goes missing randomly and often. Play, pause, track is all missing on the bottom of the app even though a song is playing.",3,3,"Hey, we're sorry to hear that. We suggest reinstalling the app by following the steps from our support site. Just head to support.spotify.com and search for ""Reinstall Spotify"". If this doesn’t help, we suggest contacting our Customer Service so they can look into this. You can find them by searching ‘Contact us' instead.",1,133,en,33636,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
