level_0,index,Time_submitted,content,score,Total_thumbsup,Reply,sentiment,lengthContent,Language,scoreSA,reviewId,topics
6914,6973,2022-06-22 14:12:24,It's a good app and has all of music I would want but when I first downloaded it I had to immediately update because the app wouldn't even open.,4,0,,2,144,en,3,3596,"['app', 'music', 'songs', 'good', 'spotify', 'song', 'great', 'like', 'ads', 'just', 'love', 'play', 'premium', 'listen', 'really', 'playlist', 'don', 'want', 'use', 'time', 'annoying', 'great app', 'problem', 'playlists', 'stars']"
15033,15158,2022-05-31 02:25:36,Amazing to use just a ton of bad ads.,4,0,,2,37,en,3,2605,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
19788,19931,2022-05-16 11:25:24,It's a really good app ...I like the fact that the song still keeps playing when I am using another app 🌟 while this feature isn't available on YouTube...,4,0,,2,154,en,3,29542,"['app', 'music', 'songs', 'good', 'spotify', 'song', 'great', 'like', 'ads', 'just', 'love', 'play', 'premium', 'listen', 'really', 'playlist', 'don', 'want', 'use', 'time', 'annoying', 'great app', 'problem', 'playlists', 'stars']"
21092,21245,2022-05-12 09:50:29,"It is the best music application I have ever downloaded. I would give this app 4stars due to its problem of getting stuck. If i play my song and off the screen or come out of the app,the song will stop playing. Please fix this issue.",4,0,,2,233,en,3,8102,"['app', 'music', 'songs', 'good', 'spotify', 'song', 'great', 'like', 'ads', 'just', 'love', 'play', 'premium', 'listen', 'really', 'playlist', 'don', 'want', 'use', 'time', 'annoying', 'great app', 'problem', 'playlists', 'stars']"
44592,44846,2022-03-08 18:24:02,"I used to love this app, but with the recent update I am not a big fan of the new format of everything. It is confusing and unorganized. Please change it back to an older format or something similar and I would be much happier.",4,0,,2,227,en,3,4430,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
25362,25545,2022-04-29 15:15:02,This app is best for playlists . i have been using this app from like a year,4,0,,2,76,en,3,13581,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
11411,11510,2022-06-11 02:52:37,Most of the Red hot chili pepper songs are not there !,4,0,,2,54,en,3,21138,"['app', 'music', 'songs', 'good', 'spotify', 'song', 'great', 'like', 'ads', 'just', 'love', 'play', 'premium', 'listen', 'really', 'playlist', 'don', 'want', 'use', 'time', 'annoying', 'great app', 'problem', 'playlists', 'stars']"
4723,4761,2022-06-28 02:57:10,Very good app just needs some minor tweaking in the consistency of audio quality however other than that adds are minimal for non paying. Users and premium is worth its price.,4,0,,2,175,en,3,19591,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
138,139,2022-07-09 05:23:11,"It’s the best App I have ever used for listening music. There are numerous options, playlists and specially blends.Spotify really knows me well. It creates playlists by my favourite songs which is appreciated. Artist mix,genre mix,mood mix these are so good. I like using Spotify. But I wish there were a few more advantages for those who use a free account. For example skipping more than 6 songs.",4,65,,2,398,en,3,14130,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
24447,24624,2022-05-02 10:22:34,Surprisingly a large amount of music isn't here. But the convenience is undeniable,4,0,,2,82,en,3,9890,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
17067,17199,2022-05-25 04:13:08,It's a very good app and I have premium duo but I wish it stopped pausing out of nowhere during a group session and it only happens when I text someone! 😡,4,0,,2,154,en,3,17557,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
24988,25169,2022-04-30 18:56:14,"I think this a great app but there is a minor inconvenence, when I'm listening to a song midway (on a playlist) it stops, plays two ads and goes to another song. It would be great if this didn't happen so often.",4,0,,2,211,en,3,19199,"['app', 'music', 'songs', 'good', 'spotify', 'song', 'great', 'like', 'ads', 'just', 'love', 'play', 'premium', 'listen', 'really', 'playlist', 'don', 'want', 'use', 'time', 'annoying', 'great app', 'problem', 'playlists', 'stars']"
10914,11008,2022-06-12 12:49:36,Good experience. Only using spotify basic but good enough to enjoy my favorite music. I only have bad experience with a track that stops at a particular time stamp and never proceed. They said its because my app is not updated but it always is..so idk the issue. edit: I am now using premium but certain songs still stop. Still don't lnow the issue.,4,98,,2,349,en,3,16043,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
48132,48388,2022-02-21 09:17:35,"The sound quality is surreal. But the ads....they tell you that you'll have 30 minutes of free listening,but you don't get it even after hearing 2 ads. So disappointed.",4,0,,2,168,en,3,16323,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
58845,59117,2022-01-03 23:54:30,"Signed up for premium, but it didn't take. Might have been my mistake. Great sound, great library to choose songs from!",4,0,,2,119,en,3,5722,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
25994,26184,2022-04-27 20:44:40,I love it but all tho 6 skips ain't enough,4,0,,2,42,en,3,102,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
31733,31964,2022-04-16 12:35:27,"Great Music, for Almost Every Single Person, and It Is Fairly straightforward to be able to Make and Download a Great Playlist/ Weather it would be Great VIDEO'S or Just About All Kinds Of Music Band's Songs, For Just Listening For Contentment Or Making a great Playlist For A "" Workout Day In The GYM.😎🎤🎼🎶🎸💿🎧🎹🎙",4,0,,2,311,en,3,19586,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
27568,27774,2022-04-24 01:05:32,"iv only used Spotify, YouTube music and apple music but I got to say Spotify and I have had one of the best experience s. it's really easy to use but I have 1 problem. CAN YOU F'ING STOP ASKIG ME TO HAVE SPOTIFY PREMIUM 😭😭💀💀 BOY I JUST WANNA LISTEN TO MA MUSIC ‼️ anyways Spotify cool",4,0,,2,284,en,3,5067,"['app', 'music', 'songs', 'good', 'spotify', 'song', 'great', 'like', 'ads', 'just', 'love', 'play', 'premium', 'listen', 'really', 'playlist', 'don', 'want', 'use', 'time', 'annoying', 'great app', 'problem', 'playlists', 'stars']"
18548,18685,2022-05-20 05:25:52,very easy and pleasant to use. The ads are annoying.,4,0,,2,52,en,3,16728,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
21421,21576,2022-05-11 07:27:14,"I like this app cuz it stores your favorite sobg and episodes but the main problem is the ads,The ads are irritating when you start a new song it justs pop up and ad and talks about premium things but i still like this soooooo its still a 4 star thats all And by the way.......DONT BE SUS :)",4,0,,2,291,en,3,5880,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
3623,3646,2022-06-30 18:27:48,"Great app, but the removal of car integration sucks. You had a feature that worked well, for tons of people, and removed it just to push your own hardware, screwing over everyone.",4,0,,2,179,en,3,13022,"['app', 'music', 'songs', 'good', 'spotify', 'song', 'great', 'like', 'ads', 'just', 'love', 'play', 'premium', 'listen', 'really', 'playlist', 'don', 'want', 'use', 'time', 'annoying', 'great app', 'problem', 'playlists', 'stars']"
13990,14106,2022-06-03 10:56:21,"It's a great music app but, about the updates! UGH! I'm literally updating daily...just check the probs!",4,0,,2,104,en,3,1993,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
42692,42943,2022-03-12 18:22:56,"So far, I am enjoying the music variety and podcasts. Easy access to the music that I like.",4,0,,2,91,en,3,3520,"['app', 'music', 'songs', 'good', 'spotify', 'song', 'great', 'like', 'ads', 'just', 'love', 'play', 'premium', 'listen', 'really', 'playlist', 'don', 'want', 'use', 'time', 'annoying', 'great app', 'problem', 'playlists', 'stars']"
39732,39976,2022-03-25 11:38:38,"I really like the app, endless Music to choose from, only reason why I'm not giving it the 5 stars is because a lot of podcasts have ads, if I am paying premium, I expect uninterrupted music period. Please work on this Matter Spotify.",4,0,,2,234,en,3,20915,"['app', 'music', 'songs', 'good', 'spotify', 'song', 'great', 'like', 'ads', 'just', 'love', 'play', 'premium', 'listen', 'really', 'playlist', 'don', 'want', 'use', 'time', 'annoying', 'great app', 'problem', 'playlists', 'stars']"
770,776,2022-07-07 18:18:07,Amazing app nd whatever song u search🔍... U r gonna find it.... It's so flexible to use nd really good audio🔊 quality 🥰,4,0,,2,119,en,3,18746,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
56176,56446,2022-01-24 17:25:30,"Please add flac 16bit/24bit quality for premium user. After last update often force closed, please fix",4,1,,2,102,en,3,14829,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
20942,21095,2022-05-12 22:15:31,The adds are annoying. I wish you could skip with out premium at least,4,0,,2,70,en,3,27248,"['app', 'music', 'songs', 'good', 'spotify', 'song', 'great', 'like', 'ads', 'just', 'love', 'play', 'premium', 'listen', 'really', 'playlist', 'don', 'want', 'use', 'time', 'annoying', 'great app', 'problem', 'playlists', 'stars']"
1555,1563,2022-07-05 21:47:37,"It's nice, but there are too many things to pay for",4,0,,2,51,en,3,729,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
22520,22682,2022-05-07 21:29:38,A few bugs every now and again. Recently it has been booting me out the app. Bugs usually fixed in good timing.,4,0,,2,111,en,3,9473,"['app', 'music', 'songs', 'good', 'spotify', 'song', 'great', 'like', 'ads', 'just', 'love', 'play', 'premium', 'listen', 'really', 'playlist', 'don', 'want', 'use', 'time', 'annoying', 'great app', 'problem', 'playlists', 'stars']"
3180,3200,2022-07-01 19:09:26,Private sessions option should be permanent or has permanent private session option. And option to hide or remove recommend playlist.,4,0,,2,133,en,3,21477,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
6368,6420,2022-06-23 22:02:48,Needs to be just the song or Playlist that is chosen to be played by the listener and needs to have no premium and should be add free,4,0,,2,133,en,3,5639,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
16581,16712,2022-05-26 18:16:57,Op... But there should be 10 sec forward button in phone version too... And why discover button is not available for me anymore,4,0,,2,127,en,3,31308,"['app', 'music', 'songs', 'good', 'spotify', 'song', 'great', 'like', 'ads', 'just', 'love', 'play', 'premium', 'listen', 'really', 'playlist', 'don', 'want', 'use', 'time', 'annoying', 'great app', 'problem', 'playlists', 'stars']"
49002,49258,2022-02-17 23:23:38,Love the app but my downloaded playlists don't work when I'm offline. Please fix.,4,0,,2,81,en,3,18219,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
58713,58985,2022-01-06 03:55:48,"Since the last update, it's been quite glitchy. The screen won't show what current song/podcast is playing, it will show the last one I was listening to. At times it would also stop playing when my screen would go black. Other than that I love Spotify.",4,5,,2,252,en,3,15219,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
2521,2536,2022-07-03 13:13:29,"It has been great since I purchased premium but some of my songs don't get downloads I don't know what is wrong, can't see lyrics when offline and some of the songs are know where to be found like Park Jimin's promise and others. Before premium was hell like it has more ads than any other apps I've ever encountered, at one point i thought i might break my phone when ads came out of nowhere but everything is good now I guess except for those things i mentioned right above.",4,0,,2,476,en,3,9639,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
18481,18618,2022-05-20 11:44:05,Without premium it's totally useless,4,0,,2,36,en,3,16325,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
17530,17664,2022-05-23 16:46:24,Keeps getting stuck with the song showing when you swipe down only way to stop it is to force stop.,4,0,,2,99,en,3,27597,"['app', 'music', 'songs', 'good', 'spotify', 'song', 'great', 'like', 'ads', 'just', 'love', 'play', 'premium', 'listen', 'really', 'playlist', 'don', 'want', 'use', 'time', 'annoying', 'great app', 'problem', 'playlists', 'stars']"
41173,41419,2022-03-19 21:01:20,"I can listen to a variety of music but not a specific one that I choose. For example if I choose a song, it will play similar songs and not the one I choose.",4,1,,2,157,en,3,16149,"['app', 'music', 'songs', 'good', 'spotify', 'song', 'great', 'like', 'ads', 'just', 'love', 'play', 'premium', 'listen', 'really', 'playlist', 'don', 'want', 'use', 'time', 'annoying', 'great app', 'problem', 'playlists', 'stars']"
6719,6774,2022-06-23 00:49:27,"Really like this app for music, but I'm sad that you can't download single songs from off of an album. You used to be able to do that, but with one of the later updates that changed. Please bring that option back.",4,0,,2,213,en,3,32498,"['app', 'music', 'songs', 'good', 'spotify', 'song', 'great', 'like', 'ads', 'just', 'love', 'play', 'premium', 'listen', 'really', 'playlist', 'don', 'want', 'use', 'time', 'annoying', 'great app', 'problem', 'playlists', 'stars']"
3706,3729,2022-06-30 14:28:31,"It would be great if App supports a feature to add a song as ”Play Next"". Apart from that it was Top Class.",4,0,,2,107,en,3,1750,"['app', 'music', 'songs', 'good', 'spotify', 'song', 'great', 'like', 'ads', 'just', 'love', 'play', 'premium', 'listen', 'really', 'playlist', 'don', 'want', 'use', 'time', 'annoying', 'great app', 'problem', 'playlists', 'stars']"
6092,6143,2022-06-24 14:42:34,Just enjoy the music and appreciate the free plays,4,0,,2,50,en,3,8411,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
14110,14228,2022-06-03 01:12:16,Awesome overall. Thanks Spotify,4,0,,2,31,en,3,11491,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
10291,10377,2022-06-14 02:21:19,"Very good , my favourite songs are available",4,0,,2,44,en,3,11472,"['app', 'music', 'songs', 'good', 'spotify', 'song', 'great', 'like', 'ads', 'just', 'love', 'play', 'premium', 'listen', 'really', 'playlist', 'don', 'want', 'use', 'time', 'annoying', 'great app', 'problem', 'playlists', 'stars']"
20572,20722,2022-05-14 00:25:42,I love Spotify but.... In the latest update the play button has moved from being between the skip and backskip buttons to be to the left of both of them. This makes me physically sick whenever I look at it I genuinely consider cancelling my subscription.,4,0,,2,254,en,3,12994,"['app', 'music', 'songs', 'good', 'spotify', 'song', 'great', 'like', 'ads', 'just', 'love', 'play', 'premium', 'listen', 'really', 'playlist', 'don', 'want', 'use', 'time', 'annoying', 'great app', 'problem', 'playlists', 'stars']"
55708,55977,2022-01-26 11:58:08,"I always have problems in connecting to tivi via chromcast with Note 10. When I chromcast Spotify, there was many times when songs appearng on Tivi and on my phone were not the same one, and sometimes my cellphone autatically unconnected to Tivi. It does not happen with Netflix and Youtube when chromcasting, and not like that if I connect via older models of Samsung (Galaxy 7).",4,0,,2,380,en,3,16315,"['app', 'music', 'songs', 'good', 'spotify', 'song', 'great', 'like', 'ads', 'just', 'love', 'play', 'premium', 'listen', 'really', 'playlist', 'don', 'want', 'use', 'time', 'annoying', 'great app', 'problem', 'playlists', 'stars']"
14868,14993,2022-05-31 12:38:44,This is the app have been looking for. I was left behind in music. Thanks. Keep on updating us with all kinds of music. Much love from @wrongsample,4,0,,2,147,en,3,24264,"['app', 'music', 'songs', 'good', 'spotify', 'song', 'great', 'like', 'ads', 'just', 'love', 'play', 'premium', 'listen', 'really', 'playlist', 'don', 'want', 'use', 'time', 'annoying', 'great app', 'problem', 'playlists', 'stars']"
28049,28260,2022-04-22 22:07:13,I enjoy Spotify I like the way that you can set up your music library I also like the 30 minutes free of commercials and ads CRT,4,0,,2,128,en,3,11323,"['app', 'music', 'songs', 'spotify', 'good', 'song', 'like', 'ads', 'love', 'great', 'just', 'premium', 'playlist', 'play', 'listen', 'don', 'really', 'use', 'add', 'want', 'problem', 'playing', 'listening', 'good app', 'fix']"
5723,5769,2022-06-25 13:05:56,Just what the doctor ordered. Relaxing and soothing music.,4,0,,2,58,en,3,1724,"['app', 'music', 'songs', 'good', 'spotify', 'song', 'great', 'like', 'ads', 'just', 'love', 'play', 'premium', 'listen', 'really', 'playlist', 'don', 'want', 'use', 'time', 'annoying', 'great app', 'problem', 'playlists', 'stars']"
