level_0,index,Time_submitted,content,score,Total_thumbsup,Reply,sentiment,lengthContent,Language,scoreSA,reviewId,topics
22599,22762,2022-05-07 16:26:47,"The app only works half the time, I've got it connected to my alarm and it hasn't been working lately",3,0,,1,101,en,2,24075,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
9194,9273,2022-06-16 20:41:17,Love the app been using it for years now but just recently I've noticed that some songs that are saved im my playlist can't be played at all they're still in my playlist but its been grayed out and skips it completely. Examples the album Dr.Dre and doggystyle from snoop dog some of the songs are grayed out. Plus I've been able to play them b4 now i cant anymore. If someone can explain why that would be very helpful.,3,0,,1,419,en,2,31910,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
53343,53609,2022-02-02 13:04:19,"Not sure what's happened, but since last few updates the shuffle feature has gotten worse and worse. Kinda annoying only hearing 10 songs from a playlist on repeat due to the problems with it.",3,1,,1,192,en,2,25763,"['app', 'songs', 'song', 'music', 'play', 'spotify', 'just', 'like', 'playlist', 'good', 'ads', 'playing', 'premium', 'listen', 'don', 'fix', 'really', 'want', 'great', 'update', 'use', 'time', 'annoying', 'doesn', 'phone']"
45801,46055,2022-03-03 10:34:32,"I've been using this for a while now and it was working amazing but these days when I'm trying to log in through computer , i am unable to do so . I really liked the app when it worked . I had many playlists and it was working just fine . Me and my friends loved listening to our favourite songs on this app . I am missing out all the fun so pls fix this problem",3,66,,1,362,en,2,30026,"['app', 'songs', 'song', 'music', 'play', 'spotify', 'just', 'like', 'playlist', 'good', 'ads', 'playing', 'premium', 'listen', 'don', 'fix', 'really', 'want', 'great', 'update', 'use', 'time', 'annoying', 'doesn', 'phone']"
25771,25960,2022-04-28 11:32:16,"Yes Spotify is good, but I just think that you should have more skips per hour, and not have to play for premium. And if you don't waste all your 6 skips, add it to the next hour. I think that will give me 5 stars. Also, whenever I watch a video to get the 30 minutes of ad free music, IT DOESNT WORK. Please fix that.",3,10,,1,318,en,2,2044,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
6352,6404,2022-06-23 23:02:42,When I pick a song it always plays a different song please fix this bug.,3,0,,1,72,en,2,27060,"['app', 'songs', 'song', 'music', 'play', 'spotify', 'just', 'like', 'playlist', 'good', 'ads', 'playing', 'premium', 'listen', 'don', 'fix', 'really', 'want', 'great', 'update', 'use', 'time', 'annoying', 'doesn', 'phone']"
15410,15538,2022-05-30 01:59:34,I'm listening to playlist then a suggested song come . And funny thing is I hate all the suggested songs do better .,3,0,,1,116,en,2,1175,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
25853,26043,2022-04-28 05:42:22,"I'm very much enjoying the service itself, unfortunately the app has been rather buggy. This ranges from the app spontaneously going offline all on its own, to it failing at showing any sort of notifications until the app is forcibly restarted, to the brand new alarm clock feature that would be very nice if it just worked. I wish the app was better. Update: The app has been bugging me to increase my rating to five stars, therefore I'm going to be decreasing it by one star for each notification",3,1,,1,498,en,2,28155,"['app', 'songs', 'song', 'music', 'play', 'spotify', 'just', 'like', 'playlist', 'good', 'ads', 'playing', 'premium', 'listen', 'don', 'fix', 'really', 'want', 'great', 'update', 'use', 'time', 'annoying', 'doesn', 'phone']"
13222,13330,2022-06-05 16:45:23,"24y2e su download songs and podcasts with the Spotify free streaming and music player app. Free streaming, music search and hits library – Spotify is all that and much more. Play songs, sync music, discover music and free albums with Spotify, your go-to music downloader. Spotify also offers F",3,0,,1,293,en,2,24162,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
20804,20957,2022-05-13 09:10:14,I have kept my monthly payments up to date and it yet still won't let me connect to my ps4 like what am I paying for ?????,3,0,,1,122,en,2,29458,"['app', 'songs', 'song', 'music', 'play', 'spotify', 'just', 'like', 'playlist', 'good', 'ads', 'playing', 'premium', 'listen', 'don', 'fix', 'really', 'want', 'great', 'update', 'use', 'time', 'annoying', 'doesn', 'phone']"
46600,46854,2022-02-27 20:29:16,Include an edit button on the Your Episodes podcast playlist. This is a much needed feature!,3,4,,1,92,en,2,24027,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
18730,18869,2022-05-19 16:39:22,"This is way out of line. Ur ads R too much ! I feel lyk unistalling it now. If yall reading dis (spotify) plz despite da absurd amount of ads fr those non-premium customers, atleast make it according to choice not region. If its about premium, fine but when it comes to song ads please give ads related to our choice of song or frm those we follow not from the region who pay most. We are ur customers and i belive we should be your priorities. Plz take this into consideration. Im out of space now.",3,0,,1,499,en,2,21216,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
12289,12393,2022-06-08 13:09:45,"I love this app,use it all the time but I hate when spotify adds songs to my playlists. as someone who cant listen to anything that isnt in my playlists without having a meltdown. I would like if you could atleast be able to turn it off in settings.",3,0,,1,249,en,2,29821,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
48834,49090,2022-02-18 15:46:55,"Sometimes, when I choose a playlist it makes my phone run very slowly and the app closes by itself",3,0,,1,98,en,2,612,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
28256,28471,2022-04-22 12:15:59,Would be five star if you can actually pick a song without going to a playlist,3,0,,1,78,en,2,16167,"['app', 'songs', 'song', 'music', 'play', 'spotify', 'just', 'like', 'playlist', 'good', 'ads', 'playing', 'premium', 'listen', 'don', 'fix', 'really', 'want', 'great', 'update', 'use', 'time', 'annoying', 'doesn', 'phone']"
10368,10455,2022-06-13 21:06:39,I don't know who thought it was a good idea to move the pause/play button to the left and the skip buttons to the right but it just looks ugly,3,2,,1,142,en,2,27687,"['center', 'left', 'play pause button', 'button', 'pause play button', 'pause button', 'buttons', 'pause', 'play pause', 'design', 'instead middle', 'left instead middle', 'button center', 'left instead', 'looks', 'pause play', 'button left', 'play button', 'screen', 'swipe', 'player', 'play', 'forward', 'new player', 'middle forward buttons']"
41014,41260,2022-03-20 14:49:10,Always loved Spotify but recently I press play in an album and after about 5 songs it's plays songs which aren't on the playlist and sometimes the songs keep playing with no sound after 2mins. Frustrating when I pay each month!,3,2,,1,227,en,2,28639,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
7334,7396,2022-06-21 15:24:01,A very good app but there are some songs missing and so many ads we used to face while listening to the music I know ads are important for your business but too many ads are not good show people limited ads after 15 or 20 mins u can run ads but not after every song change,3,1,,1,272,en,2,2221,"['app', 'songs', 'song', 'music', 'play', 'spotify', 'just', 'like', 'playlist', 'good', 'ads', 'playing', 'premium', 'listen', 'don', 'fix', 'really', 'want', 'great', 'update', 'use', 'time', 'annoying', 'doesn', 'phone']"
2901,2919,2022-07-02 14:43:03,"I would appreciate if you can put the heart to select liked songs, on the lock screen bar. When I drive and find a cool song, it is safer to have it available on my lock screen than to unlock my phone and try and open the app. Deezer has it and would really love you guys to do it, too?!",3,0,,1,287,en,2,16246,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
11325,11424,2022-06-11 08:16:01,The ads and skipping 6 tracks per hour is a problem for me,3,0,,1,58,en,2,2331,"['app', 'songs', 'song', 'music', 'play', 'spotify', 'just', 'like', 'playlist', 'good', 'ads', 'playing', 'premium', 'listen', 'don', 'fix', 'really', 'want', 'great', 'update', 'use', 'time', 'annoying', 'doesn', 'phone']"
49579,49838,2022-02-15 17:37:35,"Even with premium there are still ads, the app freezes sometimes. I have 3 stars because they still support Joe rogan and like many of us, don't give two s**ts about Neil Young pulling his music. For the most part is a good app.",3,1,,1,228,en,2,4053,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
19255,19397,2022-05-18 01:02:50,If it needs to update it will not work correctly and it will sometimes act the same way even when it it fully up to date it pauses and you need to open the app to restart the podcast then 30 seconds to 15 minutes later it will pause again on its own and I have to open the app again and unpause the episode.,3,0,,1,307,en,2,23198,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
58711,58983,2022-01-06 05:17:05,"Good music app, but still a bit frustrated about the experience. The recommendations are not really relevant. Spotify always pushes the same songs like an annoying radio playing 20 times a day the same song. Also user can't choose they preferred location, means you don't have easy access to the music from your country if you live abroad.",3,16,,1,339,en,2,753,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
7442,7505,2022-06-21 08:39:48,"I think Spotify is one of the best music services in the world. The song collection is incredible. But other music services have better audio quality than Spotify. So Spotify should add next-gen audio technologies like spatial audio. But overall, it's a great app for music .",3,0,,1,275,en,2,13131,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
51987,52250,2022-02-06 18:55:13,Keeps crashing/not responding Playlists sometimes don't load with full signal Sometimes it doesn't recognise internet connection,3,0,,1,128,en,2,31750,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
33216,33449,2022-04-14 13:50:01,Frequently freezing or not showing playback controls forcing a restart.,3,0,,1,71,en,2,4429,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
39411,39654,2022-03-26 17:24:55,App runs pretty well but lots of times the images for albums/playlists won't load. Besides that the app runs pretty smooth,3,2,,1,122,en,2,15762,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
6685,6740,2022-06-23 02:46:52,Its been buggy as of late. Kinda annoying. Please fix.,3,1,,1,54,en,2,20648,"['app', 'songs', 'song', 'music', 'play', 'spotify', 'just', 'like', 'playlist', 'good', 'ads', 'playing', 'premium', 'listen', 'don', 'fix', 'really', 'want', 'great', 'update', 'use', 'time', 'annoying', 'doesn', 'phone']"
46346,46600,2022-02-28 22:50:05,"Should definitely pay the artists more money for their music & it's plays. I love this app, you guys definitely can afford it.",3,1,,1,126,en,2,19620,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
654,659,2022-07-08 00:44:47,"Recently I've been having issues with my mobile app, sometimes a song will play but the profile of that song will be a different song, it's laggy. I normally fixed the issue by restarting my phone or updating my spotify app. My most annoying issue though is that I can't even open my mobile app anymore, it just leaves me on the black loading splash screen page with the green logo but never loads. It kinda sucks right now considering I pay for premium. I have a Samsung Galaxy Note 10",3,0,,1,486,en,2,12259,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
35978,36214,2022-04-11 10:54:53,Was brilliant but later very glitchy. Had to uninstall and re-install several times plays when phones off...won play when I want other times. Getting sick of it now,3,1,,1,164,en,2,12119,"['app', 'songs', 'song', 'music', 'play', 'spotify', 'just', 'like', 'playlist', 'good', 'ads', 'playing', 'premium', 'listen', 'don', 'fix', 'really', 'want', 'great', 'update', 'use', 'time', 'annoying', 'doesn', 'phone']"
12745,12851,2022-06-07 02:13:53,It would be better if developers optimize this app for andriod Devices as i have seen there's no problem in ui and music quality in apple devices but when comes to andriod it has laggy ui as well as not so good music quality..,3,0,,1,226,en,2,11676,"['app', 'songs', 'song', 'music', 'play', 'spotify', 'just', 'like', 'playlist', 'good', 'ads', 'playing', 'premium', 'listen', 'don', 'fix', 'really', 'want', 'great', 'update', 'use', 'time', 'annoying', 'doesn', 'phone']"
47860,48116,2022-02-22 14:26:39,"Hello team, Bring UPI and Net Banking facility in subscription payment options. Existing methods will ask for card details. Most people do not always have a debit / credit card on hand. If you change the payment methods, it will be useful for the users and increase the rate of your subscribers.",3,0,,1,295,en,2,5685,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
14205,14323,2022-06-02 17:11:58,"Update- love spotify in general but the app is super glitchy on phone and computer. It constantly turns off or doesn't show that music is on when it's playing Still true- Friends told me about this for a long time before I actually downloaded it. Now I can't believe I waited so long because the more you use Spotify the more it learns about your interests. I've made many Playlist and like many genres of music, podcasts and even books! So if you like exploring music this is super user friendly!",3,25,,1,497,en,2,24536,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
48944,49200,2022-02-18 05:05:54,"Would have rated 5 stars but the amount of ads are very irritating and they pop up after every single song i hear. The quality, audio and the search engine is beyond the words. It is amazing but the advertisements washes it down. Hope the team would work on it!",3,158,,1,261,en,2,27531,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
39916,40160,2022-03-24 17:32:16,Great App- Bad customer service. If you need to contact customer support prepare to be there for a few hours....I reached out for something that seemed like an easy fix-it took me three hours! And then the rep cancelled my subscription without telling me!,3,0,,1,255,en,2,11596,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
16348,16478,2022-05-27 14:01:19,Limitations on how many times you can skip is not cool Now how you space out your commercials is perfect . Please don't become like YouTube,3,0,,1,139,en,2,1181,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
44349,44603,2022-03-08 18:37:53,Welp spotify randomly kicked me out and it won't allow me to log back in says my email is wrong or there was an error I've been using spotify what feels like since day one and its just gotten worse..... please help fix this problem,3,0,,1,231,en,2,29070,"['app', 'songs', 'music', 'song', 'spotify', 'like', 'play', 'just', 'ads', 'playlist', 'listen', 'premium', 'playing', 'good', 'don', 'fix', 'update', 'want', 'love', 'really', 'annoying', 'great', 'phone', 'time', 'stop']"
9645,9725,2022-06-15 17:21:29,This spotify music app is very good but english song lyrics all correct தமிழ் song all lyrics wrong please change the lyrics...😇✌️,3,0,,1,130,en,2,3828,"['lyrics', 'song lyrics', 'ok', 'best', 'best music', 'quality poor', 'problems 10', 'problems 10 ok', 'music nice app', 'poor best online', 'ok super app', 'online music youtube', 'poor best', 'ok super', 'ok cuts songs', 'quality poor best', 'romanized lyrics', 'ok bye', 'love app romanized', 'lyrics correct தம', 'lyrics japanese', 'lyrics japanese korean', 'ok cuts', 'ok bye app', 'lyrics wrong change']"
