level_0,index,Time_submitted,content,Rating,Total_thumbsup,Reply,sentiment,lengthContent,Language,reviewId,topics
56944,59266,2022-01-22 16:40:33,This app is so cool i could hear my favourite song I love this app but there is a problem with ads they are so annoying me so try to put less ads,5,0,,2,145,en,56679,"['music', 'app', 'love', 'spotify', 'great', 'song', 'songs', 'good', 'like', 'premium', 'listen', 'playlist', 'ads', 'play', 'just', 'best', 'playlists', 'really', 'better', 'use', 'want', 'quality', 'music app', 'don', 'amazing']"
57615,59937,2022-01-19 17:56:27,Needs + or - 10 second double tap feature.,4,0,,2,42,en,57348,"['music', 'app', 'love', 'spotify', 'great', 'song', 'songs', 'good', 'like', 'premium', 'listen', 'playlist', 'ads', 'play', 'just', 'best', 'playlists', 'really', 'better', 'use', 'want', 'quality', 'music app', 'don', 'amazing']"
40493,42800,2022-03-23 11:41:56,The swipe to add to queue doesn't work sadly,4,0,,2,44,en,40256,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
21487,23247,2022-05-11 13:24:59,"Amezing app for song lovers, you are enjoying to listening the song with the lyrics",5,0,,2,83,en,21341,"['music', 'app', 'love', 'spotify', 'great', 'song', 'songs', 'good', 'like', 'premium', 'listen', 'playlist', 'ads', 'play', 'just', 'best', 'playlists', 'really', 'better', 'use', 'want', 'quality', 'music app', 'don', 'amazing']"
36823,39125,2022-04-09 15:13:42,"Great App, VERY easy to use the only thing I wish it had were LYRICS! They use to have lyrics in the past with Spotify at least a little bit but would be nice if full lyrics were available. I'd pay a little extra for the option. Just saying 👀 Most songs have lyrics now! I appreciate the update. Look forward to seeing what new features you add in the future",5,38,,2,358,en,36595,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
18817,20400,2022-05-19 19:55:33,The only thing I found wrong is the app keeps adding brass instrument and singing music when I wanted strings and piano music for bedtime,4,0,,2,137,en,18684,"['music', 'app', 'love', 'spotify', 'great', 'song', 'songs', 'good', 'like', 'premium', 'listen', 'playlist', 'ads', 'play', 'just', 'best', 'playlists', 'really', 'better', 'use', 'want', 'quality', 'music app', 'don', 'amazing']"
58347,60669,2022-01-13 19:04:22,"I love Spotify BUT whenever I'm listening to a song, it will cut off and shut down right away in the middle of the song! And then when one song is done, you have to go back and push the play button and the song starts all over again. It's very frustrating, PLEASE fix!",4,2,,2,268,en,58080,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
46212,48524,2022-03-02 16:25:58,I am upset because I can't listen to the songs I want to listen at all. 😡😡 Edit: They have improved and brought some facilities. Now I hear my fave musics for free. I love the quality. 😊 thnx.,5,1,,2,192,en,45964,"['music', 'app', 'love', 'spotify', 'great', 'song', 'songs', 'good', 'like', 'premium', 'listen', 'playlist', 'ads', 'play', 'just', 'best', 'playlists', 'really', 'better', 'use', 'want', 'quality', 'music app', 'don', 'amazing']"
15315,16653,2022-05-30 16:06:58,Not being able to pick any song without premium is my only complaint.,4,0,,2,69,en,15198,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
19079,20685,2022-05-18 23:14:31,"music great, accounts are a nightmare. been paying for family, now duo for months, my wife and I can't listen to different things at the same time. tried logging in and out separate accts, been on forums, lots of people have these problems. Ridiculous. A year of paying an one of us has to listen on the free version with commercials. This should be easy. shame on you spotify. Update: problem solved. I divorced my wife. Now saving $3 a month. That should cover the alimony in about 2,700 years.",4,0,,2,496,en,18945,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
30867,33103,2022-04-18 16:58:08,This app is very great but one problem is there we can not dowload music in Spotify whiteout premium,5,0,,2,100,en,30651,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
54675,56996,2022-01-30 03:36:55,"I downloaded this app in 2019 and used it in a max way can about 80k mins in a year was just a number one disadvantage is that of ads of alot of ads, after 3 -5 songs and comes and also informs us that 30 mins till u can hear ad free music .",4,2,,2,241,en,54414,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
8919,9802,2022-06-17 18:51:46,Great music. Easy to use and many artist to listen to as well,5,0,,2,61,en,8850,"['music', 'app', 'love', 'spotify', 'great', 'song', 'songs', 'good', 'like', 'premium', 'listen', 'playlist', 'ads', 'play', 'just', 'best', 'playlists', 'really', 'better', 'use', 'want', 'quality', 'music app', 'don', 'amazing']"
57211,59533,2022-01-21 16:44:34,I've had this app for years and now when I listen to music and turn off my phone it stops and exits out of Spotify I've unstalled and installed many times and restarted my phone plenty of times also when im on the app it will glitch and send me to my home screen,4,2,,2,262,en,56944,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
16325,17730,2022-05-27 23:16:17,Think of a song and it's at your finger tips. Amazing music. Recommendations from Spotify are fantastic when they get to know your favourite music. Cant Live without Spotify!!!! Seriously!!!!!!,5,1,,2,193,en,16203,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
55542,57863,2022-01-27 18:11:39,"Spotify is a good app. Although it's unfortunate that there are those who want to play politics with Spotify. Spotify is just there to give anyone the platform to be reachable. Whether they are spreading lies and disinformation is not for Spotify to judge. Else, there would be more than just Joe Rogan's podcast to be expunged from whatever comes from America's decaying culture.",4,0,,2,380,en,55279,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
16027,17407,2022-05-28 18:47:09,I absolutely love Spotify. There are so many choices for music lovers to choose from. Thank you!!,5,0,,2,97,en,15906,"['music', 'app', 'love', 'spotify', 'great', 'song', 'songs', 'good', 'like', 'premium', 'listen', 'playlist', 'ads', 'play', 'just', 'best', 'playlists', 'really', 'better', 'use', 'want', 'quality', 'music app', 'don', 'amazing']"
57640,59962,2022-01-19 15:31:53,"This app has an abundant selection of music and podcasts to choose from. Easy to use, it is great for those that aren't technically inclined. I would highly recommend this app.",4,2,,2,176,en,57373,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
5312,5848,2022-06-26 17:38:42,"You just deserve that😁 I wish they added those 🌟. Like 10 🌟, you just have to earn it. All what I wanted to listen in 1 place 😍 🎶",5,0,,2,129,en,5269,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
11668,12800,2022-06-10 16:43:10,Fantastic. Everyone said it was the best. Spotify delivers!,5,0,,2,59,en,11576,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
30101,32308,2022-04-20 00:42:28,I love discovering new songs that speak to my heart . Thank you.,4,0,,2,64,en,29889,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
44775,47086,2022-03-08 18:29:00,"Amazing music app, but it randomly locked me out and now says my email won't work even though I've had this account for nearly 2 years. I tried to login by sending an email as it requested but keeps saying error.",4,1,,2,212,en,44529,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
11290,12387,2022-06-11 17:14:40,I've never had any issues with spotify!,5,0,,2,39,en,11201,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
56161,58483,2022-01-25 17:15:53,I love Spotify and the premium is worth the money!,5,1,,2,50,en,55898,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
22275,24083,2022-05-09 05:08:43,"I absolutely love spotify. I have been with them for years, and out of all the entertainment apps out there, Spotify by far is the best.",5,0,,2,136,en,22122,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
14998,16320,2022-05-31 12:34:34,It's great has all music of all times,5,0,,2,37,en,14882,"['world best songs', 'heare songs best', 'heare songs', 'heare', 'great music times', 'quality best thing', 'great good control', 'great awesome heare', 'simple connection', 'good control songs', 'good control', 'simple connection car', 'es great awesome', 'es great', 'es', 'different devices simple', 'music times great', 'devices simple connection', 'devices simple', 'songs best quality', 'control songs different', 'awesome heare', 'awesome heare songs', 'times great good', 'thing th world']"
34442,36741,2022-04-13 14:14:18,I love this app I can listen to my favorite artists and podcasts 😍,5,0,,2,66,en,34217,"['music', 'app', 'love', 'spotify', 'great', 'song', 'songs', 'good', 'like', 'premium', 'listen', 'playlist', 'ads', 'play', 'just', 'best', 'playlists', 'really', 'better', 'use', 'want', 'quality', 'music app', 'don', 'amazing']"
2528,2762,2022-07-03 13:44:23,awsome songs are there I love it,5,0,,2,32,en,2509,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
54263,56584,2022-01-31 07:06:30,"Exceptional service when i had trouble with the App, went beyond my expectations to help me out to resolve the issue. I have since discovered that Yamaha receivers do not play nicely with Spotify. It seems neither company has the will to remedy the situation. Despite the Yamaha being sold as being integrated with Spotify, it cannot play podcasts. Spotify apparently identifies them as multimedia files, and the Yamaha is configured to only play audio only files. Not the fault of the App. Fixed",4,19,,2,496,en,54002,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
46781,49093,2022-02-28 05:32:38,Thanks for the free music and great stories.,5,0,,2,44,en,46532,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
4414,4860,2022-06-28 21:45:53,"Really good app, new to it , with no prob.",5,0,,2,42,en,4379,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
56440,58762,2022-01-24 17:49:52,My only problem is the premium version of Spotify is out of some people's lives and choice,5,0,,2,90,en,56177,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
41155,43462,2022-03-21 01:59:56,"It was good, but now it shows unskipable ads after every 4-5 song and premium is much more expensive, compared to other rivals. But music recommendation is the best and app is smooth, refined and easy to use.",4,0,,2,208,en,40917,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
38473,40778,2022-04-01 13:12:59,I've always liked this app but in the past few weeks it's been acting up. It'll play one song then stop. I've downloaded and re-installed it several times already. They need to fix the app considering so many people use the premium version.,4,2,,2,240,en,38242,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
578,636,2022-07-08 05:11:16,Too many ads as compared to other music platforms..but yet again less than youtube 🙃🙃,5,0,,2,85,en,572,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
53853,56174,2022-02-01 15:57:51,The best music app . But but but and but Ads are so annoying .,4,0,,2,62,en,53592,"['ads', 'app ads', 'ads annoying', 'music ads', 'music app ads', 'ads best', 'ads good', 'app music ads', 'ads bit', 'app ads annoying', 'good app ads', 'lots ads', 'ads best app', 'service good', 'annoying', 'best app music', 'good', 'good app', 'app music', 'ads good podcasts', 'experience lots', 'quality music ads', 'experience lots ads', 'price superb good', 'good ads annoying']"
24308,26247,2022-05-03 07:55:42,I like it as much as I did YouTube red. It's just all in what you get use too. It's got an AI that is cool for hands free and alot more features. And it's free. I love it.,5,0,,2,171,en,24142,"['music', 'app', 'love', 'spotify', 'great', 'song', 'songs', 'good', 'like', 'premium', 'listen', 'playlist', 'ads', 'play', 'just', 'best', 'playlists', 'really', 'better', 'use', 'want', 'quality', 'music app', 'don', 'amazing']"
57547,59869,2022-01-20 03:36:13,So far my experiences with spotify has been one of the best! I really enjoy the fact that you have many plan options. down side is that some songs are not available but it happens In a rare occasion,5,3,,2,198,en,57280,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
3310,3648,2022-07-01 14:06:50,This is the best app... But there is so much ad,5,0,,2,47,en,3288,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
8125,8934,2022-06-19 18:44:56,I love Spotify! 😍 It's the only one I use.,5,0,,2,42,en,8059,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
29977,32179,2022-04-20 05:47:47,I use all the time try SOAD they are great,5,0,,2,42,en,29765,"['great sound louder', 'great great sound', 'louder tho', 'soad great great', 'soad great', 'try soad great', 'time try soad', 'try soad', 'use time try', 'sound louder tho', 'sound louder', 'soad', 'louder', 'time try', 'great great', 'use time', 'great sound', 'tho', 'try', 'sound', 'time', 'great', 'use', '', '']"
2632,2885,2022-07-03 07:10:19,"Great, but I was hoping to be able to change podcasts while driving, but that seems dangerous.",4,0,,2,94,en,2613,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
15120,16449,2022-05-31 04:05:33,100% the only acceptable music app to use,5,0,,2,41,en,15003,"['music', 'app', 'love', 'spotify', 'great', 'song', 'songs', 'good', 'like', 'premium', 'listen', 'playlist', 'ads', 'play', 'just', 'best', 'playlists', 'really', 'better', 'use', 'want', 'quality', 'music app', 'don', 'amazing']"
37151,39453,2022-04-08 04:02:00,I find songs I haven't heard in a while through also using Shazam. Love this app and so happy I use it! ❤️,5,0,,2,106,en,36923,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
36029,38329,2022-04-11 17:11:47,I LOVE SPOTIFY! There is only 1 problem theres ads that randomly pop out of nowhere and u have to watch them if u dont pay premium. But overall very good!,5,0,,2,154,en,35802,"['music', 'app', 'love', 'spotify', 'great', 'song', 'songs', 'good', 'like', 'premium', 'listen', 'playlist', 'ads', 'play', 'just', 'best', 'playlists', 'really', 'better', 'use', 'want', 'quality', 'music app', 'don', 'amazing']"
40902,43209,2022-03-22 06:17:10,This app is very good for listening to music!!,5,0,,2,46,en,40664,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
23960,25880,2022-05-04 08:26:09,The only problem is we can't download the playlist,5,0,,2,50,en,23797,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
3523,3880,2022-07-01 01:14:45,"I love it the only thing is that I wish the UI/UX was more fluid and less boxy, and I wish that I could DISABLE lyrics instead of always having it on",4,0,,2,149,en,3499,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
2917,3206,2022-07-02 14:49:29,"Most recent update is the worst yet. Extreme lag, constantly having to restart the app, and the new Library feature is 10 steps back from the previous UI. Please address these issues or I will no longer be paying for this service.",5,0,,2,230,en,2896,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
41451,43758,2022-03-19 18:25:17,In my opinion this is the best listening app and things to do I listen English songs and they are BEST,5,2,,2,102,en,41213,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
58064,60386,2022-01-16 05:32:31,"Awesome selection of music. Good family plans and not many adds when you go without premium. Listening for awhile, had no problems.",5,1,,2,131,en,57797,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
10433,11466,2022-06-13 22:08:42,"Good app, good content, swipe added!",5,0,,2,36,en,10353,"['content swipe', 'release radar awesome', 'selection day', 'excellent app love', 'listener excellent app', 'selection day listener', 'day listener excellent', 'day listener', 'radar awesome years', 'content swipe added', 'surprisingly amazing', 'better audiomack awesome', 'better audiomack', 'surprisingly amazing love', 'awesome years app', 'awesome years', 'good content swipe', 'audiomack awesome music', 'great app surprisingly', 'love release', 'added awesome', 'added awesome app', 'swipe added awesome', 'music selection day', 'swipe added']"
39363,41668,2022-03-28 04:32:00,I like how you can choose what type of music you like and how you can make personal playlists or listen to a playlist that fits you.,5,0,,2,132,en,39130,"['music', 'app', 'love', 'spotify', 'great', 'song', 'songs', 'good', 'like', 'premium', 'listen', 'playlist', 'ads', 'play', 'just', 'best', 'playlists', 'really', 'better', 'use', 'want', 'quality', 'music app', 'don', 'amazing']"
20161,21832,2022-05-15 18:28:44,"Wow! This a amazing app I have music listen, i should very better",5,0,,2,65,en,20022,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
37003,39305,2022-04-08 18:38:53,After getting premium my experience has become so much better love this app. It is definitely worth paying premium. Would recommend getting it if you don't already.,5,1,,2,164,en,36775,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
30947,33186,2022-04-18 13:18:44,I'm really enjoying listening to all my favourite artists.,4,0,,2,58,en,30731,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
53743,56064,2022-02-01 23:25:33,"I love this app because I can make unlimited playlists, share them with friends, and explore new music! Spotify quickly learned my music taste and never fails to deliver!",5,2,,2,170,en,53482,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
39524,41830,2022-03-27 11:13:30,"I love the premium feature. No adds, you can add different playlists, and the new songs that it suggests are very stimulating. There are also tons of podcasts on here which is a major plus for me.",5,1,,2,196,en,39291,"['music', 'app', 'love', 'spotify', 'great', 'song', 'songs', 'good', 'like', 'premium', 'listen', 'playlist', 'ads', 'play', 'just', 'best', 'playlists', 'really', 'better', 'use', 'want', 'quality', 'music app', 'don', 'amazing']"
41069,43376,2022-03-21 13:04:53,"This has now become my default music archive because of a phone upgrade, can't really review the app as a whole just for my music which is all l listen to, l like how it mixes my tunes when set to do so which works well with my taste of music which is club stuff, l would like the option to be able to delete undesirable tunes which l no longer want, this currently isn't an option which is why l only give 4☆s.",4,4,,2,411,en,40831,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
12171,13331,2022-06-09 07:35:05,Amazing app best app for listening to music 🎶🎶🎵,5,0,,2,47,en,12075,"['app', 'spotify', 'music', 'songs', 'love', 'like', 'good', 'listen', 'just', 'song', 'best', 'great', 'premium', 'really', 'use', 'play', 'listening', 'ads', 'playlist', 'want', 'don', 'music app', 'love app', 'time', 'love spotify']"
