level_0,index,Time_submitted,content,score,Total_thumbsup,Reply,sentiment,lengthContent,Language,scoreSA,reviewId,topics
14885,15010,2022-05-31 12:08:09,Great music choices! Sound is great! Love it! Keep the sound playing in background but be able to mute or pause button control could be added forvconvenience!,5,0,,2,158,en,4,31201,"['music', 'app', 'spotify', 'love', 'great', 'songs', 'good', 'best', 'like', 'listen', 'use', 'song', 'just', 'premium', 'really', 'easy', 'listening', 'music app', 'ads', 'want', 'playlist', 'play', 'don', 've', 'amazing']"
18635,18774,2022-05-19 22:36:23,Great app. Use interface is good and there are a lot of podcasts and music available. I'm a fan.,5,7,,2,96,en,4,21996,"['music', 'app', 'spotify', 'love', 'great', 'songs', 'good', 'best', 'like', 'listen', 'use', 'song', 'just', 'premium', 'really', 'easy', 'listening', 'music app', 'ads', 'want', 'playlist', 'play', 'don', 've', 'amazing']"
1590,1598,2022-07-05 20:01:17,I really enjoy this app. The weekly discovery is awesome!,5,0,,2,57,en,4,25265,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
50103,50363,2022-02-13 15:27:45,Love the Spotify app. Playlists recommended based on what I have played have led to my discovering some new (to me) artists that have become some of my favorites.,5,1,,2,162,en,4,22250,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
22268,22429,2022-05-08 16:57:04,Simple to use and it is clean unlike the other music apps . 👍♥️♥️,5,0,,2,65,en,4,8697,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
45260,45514,2022-03-05 20:44:01,This is the best! Other than the ads you can listen to your music without having to pause it.,5,0,,2,93,en,4,10203,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
47564,47819,2022-02-23 17:51:52,Best app for listening music and create good song suggestions,5,0,,2,61,en,4,12881,"['music', 'app', 'spotify', 'love', 'great', 'songs', 'good', 'best', 'like', 'listen', 'use', 'song', 'just', 'premium', 'really', 'easy', 'listening', 'music app', 'ads', 'want', 'playlist', 'play', 'don', 've', 'amazing']"
16111,16241,2022-05-28 05:53:55,spotify has introduced me to so much music i never would have found. i should have joined years ago! and i never give a full five stars to anyone. A+,5,0,,2,149,en,4,3580,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
5630,5675,2022-06-25 18:48:56,"I have switched to YouTube music a while ago, and must confess I haven't appreciated this platform. Now I find it is much better. 5 star easy",5,0,,2,141,en,4,24721,"['music', 'app', 'spotify', 'love', 'great', 'songs', 'good', 'best', 'like', 'listen', 'use', 'song', 'just', 'premium', 'really', 'easy', 'listening', 'music app', 'ads', 'want', 'playlist', 'play', 'don', 've', 'amazing']"
21970,22129,2022-05-09 16:44:27,An amazing app that contains songs👌👌👌👌👌 I'd prefer this to everyone 😜☺️☺️ superb it is 😉🙂🙂👌👌👌🔥🔥,5,0,,2,95,en,4,10421,"['music', 'app', 'spotify', 'love', 'great', 'songs', 'good', 'best', 'like', 'listen', 'use', 'song', 'just', 'premium', 'really', 'easy', 'listening', 'music app', 'ads', 'want', 'playlist', 'play', 'don', 've', 'amazing']"
16543,16674,2022-05-26 21:04:51,"I can find pretty much ever song I wanna hear and play it without needed to have the app on screen 24/7, it's great.",5,0,,2,116,en,4,31487,"['music', 'app', 'spotify', 'love', 'great', 'songs', 'good', 'best', 'like', 'listen', 'use', 'song', 'just', 'premium', 'really', 'easy', 'listening', 'music app', 'ads', 'want', 'playlist', 'play', 'don', 've', 'amazing']"
7728,7794,2022-06-20 15:47:15,"I regret every minute I had not realised there such an app, I really love it.",5,1,,2,77,en,4,15100,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
43376,43629,2022-03-09 15:46:55,"Everything that I was looking for in a music app and more and yes, yes, yes!!!",5,0,,2,78,en,4,21266,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
18413,18549,2022-05-20 16:54:41,Grateful for such a great service,5,0,,2,33,en,4,24934,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
41157,41403,2022-03-19 23:14:15,The best music streaming service out there.,5,0,,2,43,en,4,27857,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
55609,55878,2022-01-26 19:38:45,Good song seltion and good sound and like barily anny ads so its 5 stars for a guy like me,5,0,,2,90,en,4,32677,"['music', 'app', 'spotify', 'love', 'great', 'songs', 'good', 'best', 'like', 'listen', 'use', 'song', 'just', 'premium', 'really', 'easy', 'listening', 'music app', 'ads', 'want', 'playlist', 'play', 'don', 've', 'amazing']"
4449,4483,2022-06-28 17:37:03,Best music app out there. Premium is worth the purchase.,5,0,,2,56,en,4,11664,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
16389,16519,2022-05-27 11:31:15,I like the app. The sound is good and you can play from different artist though there are still few of my artist that's not included but I enjoy it,5,0,,2,147,en,4,22554,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
45239,45493,2022-03-05 23:55:07,The best music streaming app in my opinion.,5,0,,2,43,en,4,14535,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
35475,35711,2022-04-12 04:41:12,Finding new music without having to put up with this Top 40 garbage. I like it!,5,0,,2,79,en,4,23399,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
35684,35920,2022-04-11 20:50:19,"I love this app, but lately it hasn't been showing me when a song is playing at the bottom like it usually does. So I can't pause or skip a song, I have to kill all my apps in order for them to reset and then it shows me what's playing at the bottom.",5,1,,2,250,en,4,23859,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
22226,22387,2022-05-08 20:06:41,Superb sound and all my favourites.,5,0,,2,35,en,4,24213,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
17072,17204,2022-05-25 03:59:57,Spotify has all kinds of bands that you just can't find everywhere and it's easy to navigate their site so 5 stars from me.,5,0,,2,123,en,4,32009,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
40881,41127,2022-03-21 05:21:23,Love it.... Would be great though if ads would be a little less.,5,1,,2,64,en,4,18187,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
52544,52807,2022-02-05 02:33:56,"I love this app it's the best one I've found. It works on & off life. Suggest new music, shows some videos, easy to manage, & no limit on download yet. It's affordable and has several different settings for house, car, or Bluetooth. Highly recommend I haven't needed anything else for music",5,17,,2,290,en,4,13210,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
40325,40570,2022-03-23 06:15:44,Loved the app until yesterday. Now I cannot open the app. Keeps crashing,5,0,,2,72,en,4,16527,"['music', 'app', 'spotify', 'love', 'great', 'songs', 'good', 'best', 'like', 'listen', 'use', 'song', 'just', 'premium', 'really', 'easy', 'listening', 'music app', 'ads', 'want', 'playlist', 'play', 'don', 've', 'amazing']"
45289,45543,2022-03-05 17:46:40,Very easy to go online listen to your favourite songs/artists,5,0,,2,61,en,4,21022,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
20774,20927,2022-05-13 11:27:12,A very good one app tjat i found without publicities while listenning,5,0,,2,69,en,4,315,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
27703,27909,2022-04-23 18:14:28,"Splendid 👌but sometimes the arrengment of the songs is changed randomly,or maybe i had to go to the settings?",5,0,,2,109,en,4,18184,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
25427,25610,2022-04-29 11:30:16,I'm really impressed with the music I'm hearing everyone and then.. it's so clear it's so original.. thanks SPOTIFY more power.,5,0,,2,127,en,4,4954,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
21787,21946,2022-05-10 05:24:07,The best premium music streaming service,5,2,,2,40,en,4,30823,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
19800,19943,2022-05-16 10:39:16,I love Spotify! Great variety of music for all ages! Thank you Spotify for the many hours of happy listening that you provide me with!,5,0,,2,134,en,4,27162,"['music', 'app', 'spotify', 'love', 'great', 'songs', 'good', 'best', 'like', 'listen', 'use', 'song', 'just', 'premium', 'really', 'easy', 'listening', 'music app', 'ads', 'want', 'playlist', 'play', 'don', 've', 'amazing']"
41143,41389,2022-03-20 00:57:37,I love the interface but I feel it can be better.,5,0,,2,49,en,4,22643,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
55810,56079,2022-01-26 01:04:40,Excellent app except I think they should let you pick and choose songs off albums to look at without having to sent the entire album to their favorites album.,5,0,,2,158,en,4,16697,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
21862,22021,2022-05-10 00:51:26,"I've had Spotify for 5+ years, and I love it! Without Premium, idk if I would have been around for as long though..",5,0,,2,115,en,4,11898,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
20423,20570,2022-05-14 13:15:06,Love the app there is no prob so far. Also love how you can make your own personal play list,5,0,,2,92,en,4,554,"['music', 'app', 'spotify', 'love', 'great', 'songs', 'good', 'best', 'like', 'listen', 'use', 'song', 'just', 'premium', 'really', 'easy', 'listening', 'music app', 'ads', 'want', 'playlist', 'play', 'don', 've', 'amazing']"
26183,26374,2022-04-27 11:44:28,My experiences with Spotify is I can find all the songs that I like better than Pandora and you have all different kind of Spotify apps that's one thing that is really nice,5,0,,2,172,en,4,20854,"['music', 'app', 'spotify', 'love', 'great', 'songs', 'good', 'best', 'like', 'listen', 'use', 'song', 'just', 'premium', 'really', 'easy', 'listening', 'music app', 'ads', 'want', 'playlist', 'play', 'don', 've', 'amazing']"
20336,20483,2022-05-14 18:08:34,"I've been a subscriber since jump street. Do yourself a favor and get a full subscription and then challenge yourself to discover music outside of the top contemporary playlist. Good music crosses genres and the same can be said about great artists. It's really fun and rewarding to watch the growth and development of a favored artist. Spotify could really benefit from a curated music list, I don't mean the algorithm. There's so much to discover that it's easy to miss out on the type of material",5,76,,2,499,en,4,5933,"['music', 'app', 'spotify', 'love', 'great', 'songs', 'good', 'best', 'like', 'listen', 'use', 'song', 'just', 'premium', 'really', 'easy', 'listening', 'music app', 'ads', 'want', 'playlist', 'play', 'don', 've', 'amazing']"
48056,48312,2022-02-21 17:18:16,Very good buy the upgrade for motorcycle riding helps alot,5,0,,2,58,en,4,7057,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
46205,46459,2022-03-01 14:40:16,Everything is good. I just want to suggest to put romanization on kpop song lyrics so international fans can sing along the song while read the lyrics. Cause kpop is so popular right now. Most of inter fans listen to kpop song from spotify. Thank you.,5,1,,2,251,en,4,15767,"['music', 'app', 'spotify', 'love', 'great', 'songs', 'good', 'best', 'like', 'listen', 'use', 'song', 'just', 'premium', 'really', 'easy', 'listening', 'music app', 'ads', 'want', 'playlist', 'play', 'don', 've', 'amazing']"
27454,27659,2022-04-24 09:49:51,Will always be my # 1 favorite music app 🖤,5,0,,2,42,en,4,3683,"['music', 'app', 'spotify', 'love', 'great', 'songs', 'good', 'best', 'like', 'listen', 'use', 'song', 'just', 'premium', 'really', 'easy', 'listening', 'music app', 'ads', 'want', 'playlist', 'play', 'don', 've', 'amazing']"
50558,50820,2022-02-11 17:47:48,"I love this one. It has all the music I want and need to hear and more. Thank you Spotify!!!,💞💕💓",5,1,,2,96,en,4,11410,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
56899,57171,2022-01-21 19:27:57,It's wonder interference to use . Very user friendly,5,0,,2,52,en,4,30107,"['music', 'app', 'spotify', 'love', 'great', 'songs', 'good', 'best', 'like', 'listen', 'use', 'song', 'just', 'premium', 'really', 'easy', 'listening', 'music app', 'ads', 'want', 'playlist', 'play', 'don', 've', 'amazing']"
5976,6025,2022-06-24 20:11:33,Best music app out here. Thank you spotify for making my life better.,5,0,,2,69,en,4,27641,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
56703,56974,2022-01-22 14:10:59,Even though I didn't want to lose the CD player in my car Spotify is a great option for listening to personalized music!,5,0,,2,120,en,4,31735,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
6805,6861,2022-06-22 19:15:16,Love the availability of music and the selection,5,0,,2,48,en,4,20060,"['music', 'app', 'spotify', 'love', 'great', 'songs', 'good', 'best', 'like', 'listen', 'use', 'song', 'just', 'premium', 'really', 'easy', 'listening', 'music app', 'ads', 'want', 'playlist', 'play', 'don', 've', 'amazing']"
11649,11748,2022-06-10 11:41:11,"I love it, it's the main streaming service I use for music. There's so much variety.",5,0,,2,84,en,4,14305,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
54578,54845,2022-01-29 17:43:09,Spotify is wayyyy too much better than any other music streaming apps. You can get all types of songs including NCS and other no copyright songs that are unavilable in Gaana. I was a Gaana user and now switched to Spotify. I am 100 percent satisfied now. Great!👍,5,0,,2,262,en,4,14405,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
57977,58249,2022-01-14 15:01:36,Opinión Good opinión This is the best app in world 🌎 as my opinion because i wasn't able to find best app where i can listen song and i can hear songs easily and that why i love it.I want that prople promote it so all can hear song. Greatest opinión I was very glad when i open it they give option of to choice your own singers that you love and top list was BTS that make me soooo happy because bts is my life Bad opinion The thing i don't like that when i want to save song it can't easily save.,5,7,,2,497,en,4,14771,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
7813,7881,2022-06-20 11:01:11,Very good app you serach all type of song 1990 to 2222 i love it Thank you so much,5,0,,2,82,en,4,1037,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
10363,10450,2022-06-13 21:20:32,Awesome . pretty much all the music I wanted to listen,5,0,,2,54,en,4,10846,"['music', 'app', 'spotify', 'love', 'great', 'songs', 'good', 'best', 'like', 'listen', 'use', 'song', 'just', 'premium', 'really', 'easy', 'listening', 'music app', 'ads', 'want', 'playlist', 'play', 'don', 've', 'amazing']"
9951,10034,2022-06-14 21:47:45,"My favorite streaming app, its easy to use and has a cute layout i also like that the app makes ""daily mixes"" play lists that have different types of music that u like, personally I listen to those all the time.",5,0,,2,211,en,4,11248,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
55996,56266,2022-01-25 09:32:47,Meh it's good............ Sike!!! It's the best app for listening podcasts and music and there's a lot of things you can learn with this app. Keep up the good work!!!!,5,0,,2,167,en,4,20952,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
38114,38354,2022-04-02 01:56:28,"I love Spotify as I can play songs that I grew up with from the 50's, 60's and 70's and some 40's songs. Thank you so much.",5,1,,2,123,en,4,7009,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
13970,14086,2022-06-03 12:14:36,Nice to hearing songs good quality,5,0,,2,34,en,4,23953,"['music', 'app', 'spotify', 'love', 'great', 'songs', 'good', 'best', 'like', 'listen', 'use', 'song', 'just', 'premium', 'really', 'easy', 'listening', 'music app', 'ads', 'want', 'playlist', 'play', 'don', 've', 'amazing']"
25232,25414,2022-04-30 01:13:27,"Good sound quality and layout isn't too bad either ,worth getting , also you can play console games with the music in the background.",5,0,,2,133,en,4,6923,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
5659,5705,2022-06-25 16:44:42,Great music selection and so easy to use,5,0,,2,40,en,4,25848,"['app', 'music', 'spotify', 'love', 'songs', 'great', 'best', 'good', 'listen', 'like', 'use', 'song', 'premium', 'just', 'music app', 'easy', 'really', 'ads', 'listening', 'play', 'want', 'best music', 'playlist', 'amazing', 'free']"
